IRALCFY,IRALCAGE,SCHFELT,TCHGJOB,PARHLPHW,PRCHORE2,PRLMTTV2,PARLMTSN,PRGDJOB2,YOFIGHT2,YOSTOLE2,PRALDLY2,YFLADLY2,PRTALK3,PRBSOLV2,PREVIOL2,PRVDRGO2,DRPRVME3,ANYEDUC3,EDUSKPCOM,INCOME,GOVTPROG,POVERTY3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,0,2,2,2
991,991,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,NA,2,99,2,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,3,1,3
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
991,991,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,4,2,3
991,991,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,99,4,2,3
8,15,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1
993,12,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,99,2,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,2,2,1
991,991,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,0,3,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,99,1,1,1
991,991,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,0,2,1,1
2,13,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2
991,991,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,0,4,2,3
120,14,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2
991,991,1,1,NA,NA,1,NA,NA,NA,2,1,1,1,2,NA,NA,NA,1,97,4,2,3
991,991,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,0,2,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,0,4,2,3
991,991,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2
991,991,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,0,3,1,2
991,991,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
7,15,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,3,1,3
3,15,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,3,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,NA,2,NA,1,1,98,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,2
991,991,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,99,4,2,3
991,991,1,NA,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,0,4,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,0,3,2,3
991,991,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,99,3,2,3
7,15,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,4,2,3
991,991,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,99,4,2,3
991,991,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,0,3,2,3
1,15,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,2,2,2
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,6,4,2,3
3,12,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,99,4,1,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,0,3,2,3
991,991,1,1,NA,NA,NA,2,NA,NA,2,1,1,2,NA,NA,NA,NA,2,94,4,2,3
993,11,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,2,1,2
991,991,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,4,2,3
991,991,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,1,1,1
12,14,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,3,2,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,3,1,2
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,4,1,1,1
991,991,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,3,1,2
991,991,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
1,13,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,4,2,3
991,991,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1
2,17,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1
991,991,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,5,2,2,2
52,8,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,10,2,2,2
3,14,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,99,1,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,4,2,3
991,991,2,1,1,2,1,2,1,2,2,1,1,1,NA,NA,NA,1,NA,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,1,3
52,13,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,4,1,2,1
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,0,1,1,1
991,991,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,99,2,1,1
993,15,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,0,2,1,1
12,10,1,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,94,2,1,2
991,991,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,0,4,2,3
7,16,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,0,4,2,3
2,13,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,5,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,NA,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,0,3,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,0,3,2,2
991,991,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,99,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,2,2
24,10,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,4,2,3
2,12,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,0,2,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,3,1,3
991,991,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,4,1,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,2,2,2
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,1,2,1
3,16,2,2,1,2,2,1,2,NA,2,1,1,2,1,2,2,NA,NA,98,1,2,1
991,991,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,5,4,2,3
991,991,2,1,1,1,2,2,1,NA,2,1,1,2,1,2,2,1,1,2,4,2,3
991,991,1,2,1,1,1,2,1,1,2,NA,NA,2,NA,NA,2,2,1,99,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,99,4,2,3
991,991,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,0,4,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,99,3,2,3
3,12,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,3,4,2,3
991,991,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,2,1,1
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,94,2,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,NA,2,2,2,1,1,99,4,1,3
993,11,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,98,2,2,2
993,12,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,3,2,3
991,991,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,0,2,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,99,2,2,2
991,991,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,99,2,2,2
3,15,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,0,1,1,1
991,991,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,99,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
1,12,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,0,4,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
1,15,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,99,4,2,3
24,11,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5,4,2,3
991,991,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,2,3
4,15,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
2,16,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,4,2,3
991,991,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,3,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,5,2,2,1
991,991,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,0,2,2,3
991,991,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,0,2,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,2,2,2
991,991,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,3,1,3
991,991,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,1,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,4,2,3
8,16,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1
1,16,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,98,3,2,3
993,6,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,0,4,2,3
52,13,1,1,1,1,2,NA,1,2,2,1,1,1,2,2,1,1,1,0,4,2,3
24,16,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,94,1,1,1
991,991,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
4,10,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,99,4,2,3
993,15,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,99,3,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,2,1,1
6,15,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,99,4,2,3
991,991,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,99,2,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,99,2,1,1
991,991,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,99,4,2,3
993,14,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,3
991,991,2,1,1,1,NA,2,1,2,2,1,1,NA,NA,NA,2,NA,NA,0,2,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,0,4,1,3
24,14,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,4,2,3
991,991,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,NA,1,1,18,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,3,2,3
991,991,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2
991,991,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,0,3,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,2,2,1
991,991,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,99,3,1,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,0,4,2,3
104,13,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,99,4,1,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,94,3,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
48,14,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,5,4,1,3
991,991,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,0,2,1,2
991,991,2,2,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,1
991,991,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,0,2,2,2
991,991,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,4,3,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,2,2,2
991,991,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,99,1,2,1
991,991,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,5,2,2,1
991,991,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,NA,NA,2,2,1,0,2,2,2
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,0,3,1,2
991,991,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,0,2,2,2
993,4,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,0,2,1,2
3,16,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,99,2,2,2
991,991,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,5,3,1,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,4,2,3
991,991,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,0,2,1,1
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,2,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,98,4,2,3
991,991,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,99,3,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,2,2,1
991,991,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,4,2,3
1,17,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,5,2,1,1
991,991,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,99,2,1,2
991,991,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,0,2,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,2,1,2
991,991,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,0,4,2,2
991,991,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,99,4,2,3
993,14,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,9,4,2,3
991,991,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,99,2,1,2
991,991,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,3,1,2
4,14,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,99,3,1,3
991,991,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
1,15,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,18,3,1,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,4,2,3
991,991,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,0,2,2,2
991,991,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,99,3,2,3
1,17,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,0,4,2,3
13,14,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,0,4,2,3
991,991,1,NA,NA,NA,1,1,NA,2,2,1,1,NA,2,2,2,NA,1,0,4,1,2
12,13,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1
991,991,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,99,4,2,3
4,13,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,25,2,1,1
1,16,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,0,3,1,2
991,991,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,4,2,3
993,13,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,5,4,2,3
991,991,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,4,2,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,99,2,2,2
4,15,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,1,2,NA,NA,1,2,NA,NA,1,1,98,1,1,1
991,991,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,0,2,2,2
991,991,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,94,2,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
993,7,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,5,1,2,1
991,991,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,99,4,1,3
991,991,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,99,4,2,3
991,991,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,99,3,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2
991,991,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,1,2,1
991,991,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,99,2,1,2
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
991,991,1,1,2,1,2,2,1,1,2,1,1,NA,2,2,2,2,1,0,2,1,2
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3
993,14,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,94,2,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,3,2,1,1
2,15,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,2,1,2
991,991,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,NA,2,1,4,2,2
12,10,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,22,2,1,1
991,991,1,1,1,NA,1,NA,1,2,2,NA,1,1,2,2,2,1,1,0,2,1,2
993,11,2,1,1,2,2,NA,1,NA,2,1,1,1,2,2,2,2,2,0,2,1,2
991,991,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,2,2,2
991,991,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,0,3,2,3
993,16,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2
2,16,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,0,4,1,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,0,3,2,3
991,991,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,0,4,2,3
12,14,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,2,2,1,1,1,NA,1,1,2,1,1,2,NA,2,2,2,2,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,99,1,2,1
